artist,album,danceability,energy,acousticness,loudness,anger,joy,sadness,surprise
Wye Oak,Civilian,0.4957,0.5426,0.24886068,-8.8304,0.224737182,0.252726238,0.289628147,0.232908433
My Morning Jacket,It Still Moves,0.346083333,0.572416667,0.267266667,-9.007083333,0.230288789,0.280369695,0.246605044,0.242736473
Beat Happening,Music to Climb the Apple Tree By,0.466,0.833,0.436976,-5.737666667,0.23975204,0.258142448,0.24335291,0.258752602
Sam Roberts,We Were Born in a Flame,0.519333333,0.831333333,0.1536492,-5.2296,0.23253308,0.242482705,0.29443028,0.230553935
Juelz Santana,From Me to U,0.69535,0.663365,0.1359685,-7.02265,0.305481808,0.245521417,0.234614652,0.214382122
"Danger Mouse, Jemini",Ghetto Pop Life,0.689052632,0.694736842,0.194225263,-8.563473684,0.296281441,0.250377376,0.230924686,0.222416497
David Bowie,Reality,0.572714286,0.731928571,0.165388714,-5.875571429,0.249909442,0.265962427,0.258549469,0.225578661
Big Troubles,Romantic Comedy,0.4509,0.8384,0.00108637,-6.357,0.247751479,0.253069838,0.277939474,0.221239209
Gem Club,Breakers,0.341666667,0.150544444,0.920666667,-14.97633333,0.234590472,0.244494505,0.260833893,0.26008113
Twin Sister,In Heaven,0.5299,0.6591,0.220562,-8.424,0.226380343,0.254423577,0.28004753,0.239148549
Wilco,The Whole Love,0.510375,0.5774375,0.2429275,-10.440375,0.21359006,0.283544482,0.254167233,0.248698225
Fred McDowell,The Alan Lomax Recordings,0.475666667,0.361316667,0.790416667,-14.2375,0.240101706,0.254582047,0.256203432,0.249112816
Briana Marela,Call It Love,0.377,0.5772,0.38008,-8.5487,0.218866456,0.259360229,0.274796784,0.246976531
Joywave,Content,0.539636364,0.625909091,0.224802818,-9.372454545,0.254698351,0.244997157,0.25089628,0.249408211
Brian Eno,Here Come the Warm Jets,0.4278,0.6885,0.208067,-9.3821,0.259456461,0.249689634,0.27354013,0.217313775
Tchornobog,Tchornobog,0.196,0.74125,0.0122024,-9.84625,0.27307579,0.220199058,0.255997158,0.250727993
Romeo Santos,Golden,0.760388889,0.658277778,0.417377778,-6.803666667,0.293349385,0.230805751,0.249468912,0.226375951
"Nav, Metro Boomin",Perfect Timing,0.766066667,0.469266667,0.18818,-9.121133333,0.307593424,0.227379426,0.26640029,0.19862686
Chief Keef,Nobody,0.655833333,0.428833333,0.259778333,-12.02466667,0.33180176,0.222040659,0.232530055,0.213627526
Panda Bear,Panda Bear Meets the Grim Reaper,0.402769231,0.722461538,0.527551538,-7.847076923,0.268800164,0.250753868,0.211597098,0.26884887
Nicki Minaj,The Pinkprint,0.669157895,0.554368421,0.251696842,-7.520210526,0.295497421,0.241533359,0.240681619,0.222287601
Zammuto,Anchor,0.672636364,0.550454545,0.352917273,-9.901545455,0.265872329,0.280643492,0.232570387,0.220913792
Jeezy,Seen It All: The Autobiography,0.606916667,0.771833333,0.153741667,-5.54225,0.313857518,0.210932374,0.250096814,0.225113294
Earth,Primitive and Deadly,0.11058,0.557,0.018547,-7.0922,0.213643756,0.235574575,0.300726946,0.250054722
Game Theory,Blaze of Glory,0.462407407,0.543666667,0.323427257,-11.51474074,0.246993821,0.268589892,0.275080428,0.209335859
Sinkane,Mean Love,0.6197,0.6145,0.090883,-7.9704,0.251027503,0.259377878,0.217037528,0.272557092
YOB,Clearing the Path to Ascend,0.21995,0.5435,0.00429,-10.085,0.240887044,0.231810202,0.286878686,0.240424069
Ra Ra Riot,The Rhumb Line,0.465857143,0.762619048,0.218426571,-7.06,0.208129491,0.21279201,0.271818112,0.307260387
Kayo Dot,Blue Lambency Downward,0.251714286,0.475285714,0.341977143,-11.46128571,0.262867064,0.214482785,0.283322182,0.239327968
Stereo MCs,Double Bubble,0.71325,0.806166667,0.0212055,-5.643333333,0.222821436,0.275619225,0.25548414,0.246075198
Aqueduct,I Sold Gold,0.565636364,0.655727273,0.4324,-9.014909091,0.233714825,0.241778739,0.297137151,0.227369285
Suicide,A Way of Life,0.529555556,0.667888889,0.2061689,-12.783,0.22706161,0.281102682,0.231661075,0.260174633
Cam'ron,Purple Haze,0.61275,0.6889625,0.191703858,-7.997416667,0.311961203,0.234323283,0.217454513,0.236261001
M83,Before the Dawn Heals Us,0.274266667,0.596,0.33503672,-8.091866667,0.249322888,0.248745211,0.273474691,0.22845721
Low,The Great Destroyer,0.352153846,0.422415385,0.310604615,-9.256923077,0.255958311,0.247147508,0.256933264,0.239960916
Chicks on Speed,Will Save Us All,0.662153846,0.678153846,0.141565038,-8.150153846,0.257338194,0.250119497,0.243623993,0.248918316
Catherine Wheel,Wishville,0.343544444,0.560111111,0.074319556,-9.900777778,0.235728938,0.293024354,0.253084534,0.218162174
Mojave 3,Excuses for Travellers,0.4414,0.3811,0.40693,-12.0189,0.227786025,0.279292071,0.27796167,0.214960234
T.I.,T.I. vs. T.I.P.,0.610555556,0.795166667,0.148542778,-5.467388889,0.352445828,0.213392722,0.211509947,0.222651502
Fourth of July,On the Plains,0.467583333,0.57625,0.151375,-9.21225,0.213647164,0.28049226,0.258599714,0.247260863
AU,Au,0.430357143,0.711,0.022416964,-4.924428571,0.205038123,0.226568676,0.338299927,0.230093274
King Khan,What Is?!,0.220114286,0.934785714,0.190686442,-1.769428571,0.271502322,0.212526043,0.289544082,0.226427553
Metric,Grow Up and Blow Away,0.5975,0.6322,0.204791,-7.282,0.255000182,0.236892653,0.262406709,0.245700456
The Avalanches,Wildflower,0.481818182,0.695227273,0.5001,-9.974045455,0.246743703,0.249955808,0.233013276,0.270287213
Gojira,Magma,0.4024,0.7887,0.110998374,-8.2923,0.252053966,0.252963358,0.27760377,0.217378906
Inter Arma,Paradise Gallows,0.196888889,0.4896689,0.002702449,-9.105222222,0.248291637,0.263551409,0.256755286,0.231401669
The Game,Streets of Compton,0.644727273,0.604181818,0.09088,-9.839545455,0.316743279,0.210572825,0.247717978,0.224965918
Hot Hot Heat,Hot Hot Heat,0.5244,0.8348,0.209675,-6.478,0.224372587,0.235793626,0.279303676,0.260530111
Blink-182,California,0.4821875,0.912375,0.008576688,-3.4134375,0.245054388,0.239231452,0.26422673,0.25148743
Sahara Hotnights,Kiss & Tell,0.511363636,0.904909091,0.009073,-3.121181818,0.262139738,0.215547503,0.261869501,0.260443258
Kings of Convenience,Riot on an Empty Street,0.6355,0.473333333,0.543525,-9.546916667,0.23209524,0.24106848,0.245657885,0.281178395
Dolorean,Not Exotic,0.504111111,0.247444444,0.439888889,-14.19522222,0.228529354,0.268192631,0.266153194,0.237124821
Tangiers,Never Bring You Pleasure,0.41225,0.834583333,0.012624808,-4.917666667,0.265191509,0.297765986,0.228345755,0.20869675
The Helio Sequence,Negotiations,0.480181818,0.634545455,0.237664545,-9.622818182,0.256658907,0.23295378,0.220518803,0.28986851
"David Byrne, St. Vincent",Love This Giant,0.687083333,0.676333333,0.471341667,-7.7185,0.232439577,0.253831691,0.241511381,0.272217352
The Vaccines,Come of Age,0.439071429,0.824071429,0.014785,-4.780071429,0.247369423,0.231181349,0.265903299,0.25554593
The Avett Brothers,The Carpenter,0.497666667,0.537166667,0.2621035,-7.777333333,0.224347931,0.258242792,0.287527342,0.229881934
The xx,Coexist,0.580545455,0.274818182,0.684363636,-16.39163636,0.231523833,0.23336453,0.255036058,0.280075579
Lil Wayne,Sorry 4 the Wait,0.692375,0.639875,0.131211063,-7.464625,0.370527519,0.208263079,0.260721433,0.160487969
SebastiAn,Total,0.551772727,0.854136364,0.139855864,-3.714863636,0.254547865,0.270771521,0.215721909,0.258958705
Random Axe,Random Axe,0.639533333,0.7924,0.206632733,-6.4288,0.352344699,0.218014757,0.232917111,0.196723432
Little Dragon,Ritual Union,0.763,0.655727273,0.035078909,-7.898636364,0.253992252,0.246635581,0.25240124,0.246970927
Machinedrum,Room(s),0.494833333,0.774416667,0.024242396,-9.112666667,0.243894058,0.246569879,0.238931467,0.270604596
Tune-Yards,w h o k i l l,0.7128,0.6288,0.36257,-7.8164,0.24636949,0.225935094,0.261573387,0.266122028
Jamaica,No Problem,0.473363636,0.806727273,0.084430818,-4.507727273,0.234849503,0.229592721,0.269118487,0.266439289
Meat Puppets,Lollipop,0.46875,0.763416667,0.287616667,-5.6645,0.249251285,0.263633751,0.240221736,0.246893228
Paul Simon,So Beautiful or So What,0.5535,0.51522,0.59971,-9.4927,0.200703302,0.317795314,0.230522526,0.250978858
Foo Fighters,Wasting Light,0.446181818,0.818454545,7.60E-05,-4.492090909,0.251166338,0.248082789,0.262293753,0.23845712
Hauschka,Salon des Amateurs,0.6656,0.5715,0.497454,-13.7071,0.235682921,0.297970298,0.244328878,0.222017903
Crystal Stilts,In Love With Oblivion,0.265636364,0.862818182,0.001109685,-3.331818182,0.220601501,0.252799044,0.272034283,0.254565171
Will Butler,Policy,0.50625,0.690375,0.268044975,-7.381375,0.242427369,0.221299634,0.246637129,0.289635868
Eartheater,Metalepsis,0.423444444,0.499222222,0.760111111,-14.37433333,0.243727735,0.2293212,0.240849858,0.286101207
Crookers,Sixteen Chapel,0.768545455,0.847545455,0.078360818,-5.860727273,0.269620956,0.261134379,0.242226814,0.227017851
Radical Dads,Universal Coolers,0.2942,0.8608,0.030484,-7.671,0.247217054,0.225078522,0.302037574,0.22566685
Moon Duo,Shadow of the Sun,0.3944,0.8055,0.1074416,-6.988,0.213456778,0.286565742,0.284189601,0.215787879
Lady Lamb the Beekeeper,After,0.50475,0.391983333,0.266885833,-8.619083333,0.242864349,0.288434856,0.257195684,0.211505111
Odawas,Raven and the White Night,0.347222222,0.466777778,0.375368222,-12.06988889,0.252826644,0.253968476,0.258068526,0.235136354
Low,Drums and Guns,0.477466667,0.415666667,0.326796133,-12.06646667,0.245650681,0.269024472,0.251191052,0.234133796
The Ponys,Turn the Lights Out,0.33175,0.809666667,0.085610808,-6.113833333,0.260198225,0.228280403,0.248737693,0.262783679
Willy Mason,If the Ocean Gets Rough,0.46,0.426909091,0.431863636,-9.888363636,0.216879997,0.278508937,0.260019097,0.244591969
Clem Snide,The Meat of Life,0.415916667,0.474083333,0.452666667,-10.348,0.231753832,0.273703805,0.263596116,0.230946247
Via Audio,Animalore,0.628416667,0.559666667,0.302616667,-7.49675,0.229903031,0.258693197,0.235486553,0.275917219
Quasi,American Gong,0.297272727,0.619209091,0.204981273,-6.580727273,0.282083359,0.228800278,0.255988634,0.233127729
These New Puritans,Hidden,0.513727273,0.479036364,0.342086364,-11.23018182,0.268011747,0.257460616,0.228224209,0.246303428
Mumford & Sons,Sigh No More,0.418083333,0.406833333,0.239958333,-10.12641667,0.23848306,0.281613551,0.271464685,0.208438705
J. Stalin,Prenuptial Agreement,0.639045455,0.660727273,0.041254727,-7.612590909,0.291221133,0.249654105,0.24329024,0.215834522
The Black Angels,Clear Lake Forest,0.332285714,0.746857143,0.061823486,-5.966857143,0.20581136,0.278161177,0.268579822,0.247447642
Common,Nobody's Smiling,0.561384615,0.720230769,0.251559231,-7.243384615,0.260536741,0.251384414,0.249465756,0.238613089
White Fence,For the Recently Found Innocent,0.408357143,0.681,0.07167065,-7.8085,0.227521502,0.303480136,0.284437537,0.184560825
Joe Bataan,Gypsy Woman,0.583444444,0.626,0.763555556,-7.616111111,0.297621497,0.247958244,0.252157998,0.202262261
Filthy Friends,Invitation,0.435833333,0.794833333,0.023934933,-5.713333333,0.260714434,0.279311694,0.208081081,0.251892791
Daniel Caesar,Freudian,0.4592,0.3199,0.6923,-10.9233,0.234023674,0.295497293,0.252125804,0.218353229
The War on Drugs,A Deeper Understanding,0.448,0.7253,0.1748125,-6.4674,0.219268483,0.2557129,0.293815781,0.231202837
EMA,Exile in the Outer Ring,0.396818182,0.553363636,0.231576182,-8.119727273,0.244423283,0.226453825,0.257484191,0.271638702
Turnover,Good Nature,0.603727273,0.683181818,0.188337273,-7.884818182,0.216344419,0.251487546,0.249891624,0.282276411
Lil B,Black Ken,0.735074074,0.700111111,0.230150074,-5.947777778,0.334956645,0.240293425,0.216948493,0.207801436
Loney Dear,Hall Music,0.373727273,0.509,0.288386364,-11.36236364,0.224321164,0.215995367,0.294831382,0.264852087
Chelsea Wolfe,Apokalypsis,0.31856,0.4449,0.32582,-11.6487,0.260845654,0.237243107,0.241341466,0.260569772
John Cale,Extra Playful EP,0.7706,0.178,0.8708,-17.073,0.224159809,0.251383633,0.224164883,0.300291675
DJ Shadow,"The Less You Know, The Better",0.627375,0.671,0.242975,-9.17175,0.241491997,0.261020702,0.273332113,0.224155188
Young Man,Ideas of Distance,0.36475,0.4090875,0.5572,-11.3835,0.230664428,0.255377233,0.263442599,0.250515741
Gui Boratto,III,0.663,0.523181818,0.278754545,-13.44718182,0.288445281,0.211729682,0.26378912,0.236035917
Jenn Champion,Single Rider,0.633384615,0.416846154,0.650484615,-12.17784615,0.261737154,0.261612516,0.262526287,0.214124043
Luluc,Sculptor,0.4761,0.22652,0.7221,-14.3998,0.252352996,0.250226882,0.224545421,0.272874701
Wet,Still Run,0.5601,0.4984,0.59792,-7.972,0.254900282,0.279251635,0.231490542,0.234357541
Cobra Verde,Copycat Killers,0.519416667,0.826416667,0.099471917,-4.885,0.351960146,0.225449335,0.215060053,0.207530465
Ariel Pink's Haunted Graffiti,Worn Copy,0.407294118,0.710470588,0.39008,-9.098588235,0.256866966,0.250464943,0.247236313,0.245431778
Love as Laughter,Laughter's Fifth,0.470181818,0.597,0.379354545,-7.082727273,0.241580493,0.22536452,0.247791642,0.285263345
Vitalic,OK Cowboy,0.643923077,0.737846154,0.027900506,-7.407153846,0.28970858,0.248202036,0.234862934,0.22722645
The Sword,Gods of the Earth,0.330272727,0.882636364,0.122081818,-5.281,0.25705327,0.24196615,0.264931704,0.236048877
The Wedding Present,El Rey,0.3785,0.6525,0.11588,-10.29616667,0.254762063,0.245052705,0.240325548,0.259859685
Estelle,Shine,0.653333333,0.74975,0.119838333,-4.397416667,0.241701002,0.322071204,0.205753388,0.230474407
Neva Dinova,You May Already Be Dreaming,0.386,0.376142857,0.502414286,-11.449,0.228530965,0.259928605,0.274277461,0.237262969
Crystal Stilts,Crystal Stilts,0.366,0.6555,0.219199,-11.31683333,0.221728659,0.235789878,0.295706574,0.246774889
Travis,12 Memories,0.49375,0.62825,0.251635,-8.183083333,0.298347689,0.237726415,0.267863413,0.196062483
Menomena,I Am the Fun Blame Monster,0.565611111,0.532722222,0.243765656,-10.22033333,0.262306081,0.253968981,0.245122233,0.238602705
Basement Jaxx,Kish Kash,0.541285714,0.801571429,0.219607,-7.117714286,0.235617572,0.282258876,0.238501455,0.243622097
Kenna,New Sacred Cow,0.591923077,0.732923077,0.198760769,-6.214538462,0.230360702,0.257875126,0.280299738,0.231464434
Knife in the Water,Plays One Sound and Others,0.401222222,0.290644444,0.42792,-13.16855556,0.253040065,0.237552119,0.275581875,0.233825942
The Shins,Chutes Too Narrow,0.5915,0.5812,0.224459,-7.2693,0.267019894,0.240679606,0.267974658,0.224325841
Brendan Benson,One Mississippi,0.461076923,0.651461538,0.103217692,-9.709846154,0.220437098,0.28180495,0.255403395,0.242354556
Statistics,Leave Your Name,0.421727273,0.523090909,0.299650309,-10.70154545,0.265673438,0.244470433,0.243617444,0.246238686
Cassius,15 Again,0.730882353,0.731,0.108919724,-8.456705882,0.245505051,0.251383552,0.238207718,0.264903679
Kenna,Make Sure They See My Face,0.651666667,0.832166667,0.038615917,-4.755416667,0.228515017,0.297336657,0.23594164,0.238206686
Gowns,Red State,0.3361,0.23144,0.625492,-16.1545,0.241040606,0.243665083,0.262043107,0.253251205
HEALTH,HEALTH,0.6441875,0.7119375,0.087453929,-8.4319375,0.231562309,0.244722912,0.227146702,0.296568076
Statik Selektah,Lucky 7,0.597047619,0.764238095,0.212734286,-7.144714286,0.312015909,0.243478935,0.241674213,0.202830943
Nicolas Jaar,Pomegranates,0.35244,0.252799,0.65384,-22.3509,0.245408395,0.281085156,0.209752841,0.263753608
Lee Bannon,Pattern of Excel,0.271375,0.3773,0.64327875,-13.963625,0.227943446,0.243941875,0.283052746,0.245061932
Ezra Furman,Perpetual Motion People,0.599153846,0.683692308,0.163961885,-6.419538462,0.254670875,0.245368116,0.289906056,0.210054952
Ecstatic Vision,Sonic Praise,0.3545375,0.7965,0.146673112,-7.732625,0.240053971,0.28582027,0.228021636,0.246104122
Gucci Mane,The Appeal: Georgia's Most Wanted,0.694733333,0.7406,0.213072667,-5.283533333,0.296690001,0.246344956,0.243194211,0.213770831
Dylan LeBlanc,Paupers Field,0.456,0.262,0.664333333,-15.3165,0.238113085,0.26970882,0.270022852,0.222155244
Warpaint,The Fool,0.491777778,0.561,0.218912111,-8.683333333,0.260723315,0.226845215,0.247194526,0.265236944
Air,Le Voyage Dans la Lune,0.404,0.452245455,0.452150473,-12.94872727,0.209879902,0.275605174,0.225112371,0.289402554
Imperial Teen,Feel the Sound,0.620090909,0.753727273,0.2846,-6.150454545,0.251429259,0.232889303,0.240031187,0.275650251
John Talabot,ƒIN,0.635363636,0.754272727,0.065077273,-9.228090909,0.326766805,0.223140939,0.197436975,0.252655281
Royal Baths,Better Luck Next Life,0.312555556,0.729222222,0.05772,-6.929888889,0.253143762,0.281684309,0.265728533,0.199443395
El Guapo,Fake French,0.60325,0.643166667,0.234413333,-10.77141667,0.270699452,0.220774134,0.228284063,0.28024235
M83,"Dead Cities, Red Seas & Lost Ghosts",0.258,0.460314333,0.144706167,-6.819333333,0.271336724,0.254378864,0.253019094,0.221265317
Whirlwind Heat,Do Rabbits Wonder?,0.438615385,0.914461538,0.003270877,-3.426461538,0.230606634,0.267023558,0.277292425,0.225077383
Lil Wop,Wopavelli 3,0.699882353,0.641941176,0.152660588,-7.334764706,0.376866938,0.200148716,0.238700619,0.184283727
Sufjan Stevens,The Greatest Gift,0.49175,0.372333333,0.912333333,-14.90175,0.194471807,0.249174298,0.283796192,0.272557703
Tove Lo,Blue Lips,0.549642857,0.604928571,0.33918,-7.732071429,0.276895812,0.240038472,0.240594154,0.242471563
Noel Gallagher's High Flying Birds,Who Built the Moon?,0.405,0.7965,0.142724345,-5.404333333,0.240164594,0.295286682,0.243364666,0.221184058
Peter Matthew Bauer,Mount Qaf (Divine Love),0.3661,0.7289,0.0593993,-4.9584,0.246068158,0.231405491,0.25088769,0.271638661
Makthaverskan,II,0.273011111,0.763111111,0.007516556,-5.648444444,0.273756373,0.231397661,0.270237503,0.224608464
Fatima Al Qadiri,Asiatisch,0.525,0.29067,0.6006,-12.2039,0.246351449,0.255135176,0.250181292,0.248332083
Antwon,Heavy Hearted in Doldrums,0.605,0.769583333,0.178668333,-7.195166667,0.276964939,0.239715385,0.297917133,0.185402543
The Horrors,Luminous,0.37518,0.8239,0.01489556,-5.7234,0.236804652,0.244388673,0.21790325,0.300903426
Tune-Yards,Nikki Nack,0.713230769,0.487076923,0.155176154,-11.83392308,0.23652655,0.242789051,0.248872284,0.271812115
Wussy,Attica!,0.369272727,0.744818182,0.187093182,-5.498636364,0.249894537,0.267521015,0.246142678,0.236441769
Foxygen,Take The Kids Off Broadway,0.368285714,0.746714286,0.193057143,-5.799,0.223369127,0.260352145,0.237691822,0.278586906
Azealia Banks,Fantasea,0.727222222,0.730333333,0.176262222,-8.941555556,0.333720533,0.25304532,0.200227223,0.213006925
Passion Pit,Gossamer,0.5585,0.715416667,0.107011775,-6.816,0.235917771,0.285514025,0.271365121,0.207203084
Icky Blossoms,Icky Blossoms,0.6453,0.835,0.03538949,-4.1656,0.259867423,0.273158325,0.228971464,0.238002788
Family Band,Grace & Lies,0.421888889,0.401888889,0.548822222,-9.148111111,0.232303525,0.256268407,0.242964147,0.268463921
John Maus,A Collection of Rarities and Previously Unreleased Material,0.4269375,0.690125,0.334740625,-9.284875,0.248224626,0.245662099,0.255481385,0.25063189
Nas,Life Is Good,0.548944444,0.827388889,0.190257222,-5.282111111,0.275561518,0.248971452,0.230897623,0.244569407
Poolside,Pacific Standard Time,0.6578125,0.7046875,0.252891875,-7.0849375,0.250924902,0.25977214,0.221431901,0.267871058
Mock Orange,Put the Kid on the Sleepy Horse,0.4672,0.7927,0.100304,-6.1961,0.246251184,0.249351853,0.254861285,0.249535678
David Bowie,Changesonebowie,0.547363636,0.636090909,0.222173636,-10.86981818,0.239111699,0.280674969,0.230382313,0.249831019
Dawn Richard,Infrared,0.673642857,0.573571429,0.202371429,-8.491214286,0.278183518,0.299395775,0.215886142,0.206534565
So So Glos,Kamikaze,0.486833333,0.7845,0.059965738,-3.846083333,0.251799697,0.233710517,0.270127344,0.244362442
Terry Allen,Juarez,0.5625,0.377,0.86,-10.94721429,0.241938156,0.272910251,0.264156256,0.220995336
Bob Dylan,Fallen Angels,0.51875,0.086875,0.83825,-21.90083333,0.208722961,0.292967816,0.256611552,0.24169767
Pantha du Prince,The Triad,0.423909524,0.454904762,0.253910048,-13.219,0.270894027,0.237738415,0.219086088,0.27228147
Eagulls,Ullages,0.299363636,0.776727273,0.085367227,-4.329909091,0.211520779,0.243969581,0.293550842,0.250958798
Gorky's Zygotic Mynci,Spanish Dance Troupe,0.3858,0.392286667,0.6671,-12.83293333,0.224916731,0.271008423,0.261603848,0.242470998
Pet Shop Boys,Nightlife,0.580542857,0.8006,0.088954109,-6.404,0.238089482,0.26098567,0.242773611,0.258151237
Le Tigre,Le Tigre,0.662333333,0.839166667,0.156740833,-4.872666667,0.258334766,0.251848156,0.237454311,0.252362767
Make-Up,Save Yourself,0.453666667,0.671777778,0.288914444,-8.270111111,0.24241076,0.232410306,0.239275818,0.285903117
The High Llamas,Snowbug,0.666076923,0.399692308,0.584638462,-13.71815385,0.246555916,0.264127735,0.23625823,0.253058119
Luna,The Days of Our Nights,0.5615,0.649,0.115053667,-8.765416667,0.225327586,0.258457811,0.265072958,0.251141644
Faithless,Sunday 8pm,0.6125,0.667,0.210696143,-10.27435714,0.214485363,0.268210133,0.277487384,0.23981712
Blitzen Trapper,VII,0.6175,0.808083333,0.317766667,-5.775333333,0.240994809,0.295502061,0.249463211,0.214039919
Lorde,Pure Heroine,0.6145,0.4666,0.34053,-9.1998,0.247330598,0.295476337,0.260208773,0.196984292
Danny Brown,Old,0.578052632,0.790210526,0.119368947,-6.966315789,0.310851812,0.218860873,0.255794999,0.214492315
The Foreign Exchange,Love In Flying Colors,0.6485,0.6004,0.129307,-8.4283,0.224892877,0.301170237,0.248968857,0.22496803
Devin Davis,"Lonely People of the World, Unite!",0.371818182,0.747272727,0.119134182,-9.224636364,0.245813316,0.233565328,0.277190106,0.24343125
Keren Ann,Nolita,0.571909091,0.295090909,0.573636364,-12.59654545,0.232653525,0.272418804,0.245973741,0.248953929
Daft Punk,Human After All,0.5902,0.6442,0.175943638,-7.3067,0.228361032,0.311771259,0.220390014,0.239477695
Cephalic Carnage,Anomalies,0.312083333,0.8905,0.000850484,-5.68825,0.25385352,0.210052207,0.296085092,0.24000918
Kathleen Edwards,Back to Me,0.459,0.648818182,0.221161818,-6.541909091,0.260621193,0.242489531,0.244068331,0.252820944
Tinashe,Nightride,0.546466667,0.424632,0.362647333,-11.62426667,0.262752742,0.265408566,0.242261771,0.22957692
Yaroze Dream Suite,Yaroze Dream Suite,0.7175,0.33425,0.57685,-9.588,0.220803601,0.321343319,0.182163641,0.275689439
Thee Oh Sees,An Odd Entrances,0.353833333,0.552333333,0.040538757,-10.60116667,0.23330266,0.261699983,0.297113108,0.207884249
Marching Church,Telling It Like It Is,0.3162,0.6714,0.169209,-5.7213,0.243092852,0.244890237,0.279037849,0.232979062
Apollo Sunshine,Shall Noise Upon,0.36148125,0.56078125,0.574628125,-10.9075,0.235935072,0.272652071,0.255061602,0.236351255
Krisiun,Southern Storm,0.270230769,0.920230769,0.071631951,-3.576769231,0.305407088,0.203267319,0.283896745,0.207428847
Madlib,WLIB AM: King of the Wigflip,0.612958333,0.698458333,0.124753333,-8.417708333,0.283693926,0.241587458,0.237853051,0.236865565
UNKLE,End Titles...Stories for Film,0.354090909,0.428095455,0.425472118,-15.68940909,0.273581671,0.24274231,0.25599154,0.227684479
Mercury Rev,Snowflake Midnight,0.296444444,0.633666667,0.299755556,-9.810444444,0.270064071,0.257901396,0.223032275,0.249002259
DJ Khaled,We Global,0.631538462,0.776384615,0.058433846,-4.495307692,0.297958055,0.259596705,0.227891251,0.214553989
Horse Feathers,House With No Home,0.378454545,0.162518182,0.918363636,-14.75990909,0.254551135,0.228552867,0.239644351,0.277251647
Dungen,4,0.3535,0.7075,0.08102877,-8.7437,0.28671364,0.250871887,0.227139328,0.235275145
Luomo,The Present Lover,0.802090909,0.636363636,0.127290636,-8.976272727,0.26645008,0.257971982,0.290420522,0.185157416
Cass McCombs,A,0.578238095,0.407628571,0.519774286,-14.58880952,0.261109411,0.257054408,0.22961576,0.252220421
Clem Snide,Soft Spot,0.567727273,0.351645455,0.430977273,-13.984,0.224073369,0.332566757,0.238765103,0.204594771
John Coltrane,The Olatunji Concert: The Last Live Recording,0.265333333,0.888666667,0.4049,-15.33966667,0.264586082,0.213110671,0.209867206,0.31243604
The Strokes,Is This It,0.532545455,0.761181818,0.049897636,-6.997181818,0.235648958,0.237431227,0.265128265,0.26179155
The National,The National,0.3605625,0.45340625,0.9135625,-11.11378125,0.257124552,0.254189297,0.250371827,0.238314323
The Rural Alberta Advantage,Hometowns,0.555538462,0.644538462,0.142500692,-8.764461538,0.228176023,0.30283055,0.262237924,0.206755503
We Were Promised Jetpacks,These Four Walls,0.314909091,0.689636364,0.162191818,-8.167363636,0.256439497,0.25427132,0.270752212,0.218536972
Son Volt,American Central Dust,0.465416667,0.523916667,0.512416667,-9.174416667,0.250540133,0.249407442,0.269836388,0.230216037
Moby,Wait for Me,0.28525,0.344708824,0.712844559,-15.24758824,0.24616381,0.228697628,0.290724773,0.23441379
Royal City,Royal City,0.399294118,0.281882353,0.816352941,-13.22911765,0.379598722,0.171847064,0.281839334,0.166714881
Dead Prez,Pulse of the People,0.554071429,0.695214286,0.175487479,-8.988642857,0.291997336,0.219256561,0.251347464,0.237398638
Marilyn Manson,Heaven Upside Down,0.538,0.7946,0.00059685,-5.5232,0.31122087,0.251097237,0.222577269,0.215104624
Smokepurpp,DEADSTAR,0.828222222,0.603111111,0.161330556,-6.469333333,0.282128467,0.241307222,0.230129156,0.246435156
"Tom Petty, The Heartbreakers",Damn the Torpedoes,0.562388889,0.762333333,0.124306111,-5.679666667,0.255440448,0.225979223,0.268905711,0.249674618
Tom Petty,Full Moon Fever,0.629583333,0.653083333,0.144421667,-12.69325,0.230073378,0.274371613,0.282691959,0.21286305
"Tom Petty, The Heartbreakers",Tom Petty and the Heartbreakers,0.6539,0.6697,0.30785,-6.852,0.256742556,0.244124078,0.243831991,0.255301375
Tom Petty,Wildflowers,0.576933333,0.585866667,0.155333,-8.2022,0.227519021,0.2661806,0.271875662,0.234424717
The Replacements,For Sale: Live at Maxwell’s 1986,0.234741379,0.935,0.025370172,-4.249517241,0.276232109,0.246344616,0.255595956,0.221827319
The Weather Station,The Weather Station,0.508181818,0.432818182,0.652272727,-10.93736364,0.242025253,0.226987026,0.272603435,0.258384285
Alex Lahey,I Love You Like a Brother,0.4507,0.8692,0.02289507,-4.9099,0.231610549,0.264083427,0.255990885,0.248315139
Prurient,Black Vase,0.2143,0.8099,0.02487365,-5.4851,0.281282937,0.225396213,0.243314986,0.250005865
Panic! At The Disco,A Fever You Can't Sweat Out,0.500461538,0.790615385,0.188284615,-5.923923077,0.252296537,0.266841098,0.245638745,0.23522362
Death Vessel,Stay Close,0.5788,0.5477,0.33381,-6.4285,0.234052694,0.307873638,0.225854869,0.232218799
Acid House Kings,Sing Along With Acid House Kings,0.5552,0.5726,0.232918,-8.7618,0.238221641,0.279410647,0.25804673,0.224320982
